,Country Name,Country Code,Indicator Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
0,Aruba,ABW,Exports of goods and services (% of GDP),,80.4283914321714,84.8561759729272,86.6396761133603,82.5309992706054,79.6377054679638,79.94915380649259,74.3860109498193,70.4879162823985,64.93455286424759,63.106356045802706,65.08040374866489,68.547872977831,65.4912745360416,65.91290905722809,66.2606726015035,63.7863311491609,61.502448389134294,70.77206081029959,,,,,,
1,Afghanistan,AFG,Exports of goods and services (% of GDP),,,,,,,,,,32.3867187434984,43.556869288697605,33.9964942565238,27.395255555097197,26.4702926571493,17.823714269169397,17.9929746901578,14.707588950143002,10.023849750087699,6.1072740046737,5.516850324527639,6.30789503590376,6.5677000494304405,7.00211691758066,6.896249560457551,
2,Angola,AGO,Exports of goods and services (% of GDP),49.319727891156504,,,,,,,89.68583118513821,75.38894373114,68.2909497873334,68.4247357929846,70.25029535669371,86.01863224599511,79.796254341633,73.9581838364149,76.318424221854,54.9076874419221,62.3459860826306,65.3527118175181,63.0892297861111,55.688746337213296,48.0163706219191,33.4483829777504,30.017037124879604,29.935613877628
3,Albania,ALB,Exports of goods and services (% of GDP),15.422523259719501,11.3516873339455,12.475374262714,11.1957672128498,9.74565429485444,10.844302911319302,15.8167310392108,17.8670840190739,18.431571084509198,19.598874267479,20.3559109089941,21.9829364121355,22.824073563000198,24.9339955170481,28.0842219491787,25.3024049213691,25.2407376372791,27.979471235615396,29.2415007349607,28.9374864925568,28.916354045688895,28.212978794409498,27.2673841792587,28.9234170998698,31.5220449934095
4,Andorra,AND,Exports of goods and services (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
5,Arab World,ARB,Exports of goods and services (% of GDP),28.458970941961198,29.404528264155502,31.271641048874198,32.668772453224,37.317375930189705,33.015509268208,36.3110296405192,42.613481146204705,40.8090997585375,41.613621322118505,45.563534312803704,48.8468968968895,52.6512248661681,53.7722314753868,53.7265712813977,56.958515591935395,47.421371726707896,49.96216760921389,54.878487057937605,55.9767788058849,54.0215704139871,50.42761603532001,43.180352152027396,40.8007309784306,42.2458611201357
6,United Arab Emirates,ARE,Exports of goods and services (% of GDP),,,,,,,,,49.1592253276122,49.503347384081295,55.923199215174506,63.567790600219205,67.5854343932605,68.62783077098479,72.3840975003088,78.86788870154,79.6533178621862,77.7379999323463,89.7818097390864,100.322312391509,100.63154808853399,99.1150412591243,100.870480235332,101.003013922614,100.383841503993
7,Argentina,ARG,Exports of goods and services (% of GDP),6.90935166055555,7.5299098819142305,9.68049474531719,10.428541639299699,10.560798882738801,10.4155150598808,9.82715687968877,10.986396203427999,11.579131493030697,28.3826540405656,25.9309089022757,23.8476194239892,23.245876733857603,23.0266946038115,22.6627503115066,22.060900382624197,19.5609850560818,18.933823405370898,18.4492091453155,16.237859462024602,14.6171733884386,14.405478589375598,10.705652050453802,12.5838323891873,11.178762400043
8,Armenia,ARM,Exports of goods and services (% of GDP),47.218975870055296,39.3280401541864,23.9279214602357,23.2400027935191,20.2732698860594,19.003020505489896,20.7582599154212,23.375278509486197,25.4683909062582,29.356551038821603,32.1526450092688,29.734828889757498,28.8092203201695,23.3589858676515,19.1856439468102,15.047103497546,15.4744686790481,20.830094722485498,23.756853460251,27.5667218763657,28.3591264995539,28.565138702077604,29.7279964768255,33.1480049458355,38.05397168543921
9,American Samoa,ASM,Exports of goods and services (% of GDP),,,,,,,,,,100.77821011673201,97.3434535104364,89.84375,99.00596421471171,99.79838709677419,97.1153846153846,113.854351687389,78.1710914454277,63.1944444444444,58.362369337979096,74.84472049689441,71.2948517940718,66.2519440124417,64.79514415781489,65.04559270516721,
